columnA,columnB
0.9795488056102014,nan
0.6472435780389382,yes
0.04174125894412189,nan
-0.4528557443939017,nan
0.48875631952951293,yes
0.2754397697952247,yes
0.6266352540194126,no
0.44462026117737863,no
0.7346869007235346,nan
-0.3746646480923976,yes
0.9221758459440279,yes
,no
1.4526826108376858,nan
-0.4824314726626975,nan
1.2151746622156745,no
0.13853754842385343,yes
-0.4559926025301138,no
-0.3387200838380251,no
-0.2242431157360241,no
0.29691616248134145,no
0.36598484162484973,yes
-0.4015900027570053,no
-0.017048214582687987,yes
1.4995892510283044,no
1.2092802190704979,nan
0.30542656877182245,yes
0.0266024347177402,nan
0.08402192870278291,no
0.42946258091129164,no
-0.7159547956388839,no
-0.18016357619634155,yes
-1.1680088517143126,nan
0.27945618582369547,yes
0.45303715779191867,yes
-0.3382305236095618,no
1.1017907343030229,nan
-0.8580359641016388,no
-1.025062416146874,yes
0.15711627299198042,no
0.7329688118285081,nan
1.178749384020508,no
-0.321218984008258,nan
0.7550765834019069,nan
-0.026955928650495044,no
-0.12083910995857373,yes
0.6185619562406707,no
0.4566260148893937,yes
-1.1034745098889744,yes
1.033578244808127,no
0.966063947903216,yes
-0.43789389105667054,yes
0.2770624734061863,no
0.3458211303979172,no
0.18247163607673497,no
-0.3852136076917941,yes
-0.4701363575566361,nan
-0.017887849694011693,yes
0.8209103134815552,nan
0.3805201082161026,no
-0.25943003246027413,nan
0.5401890974538412,no
-1.9939798344410526,no
0.8041359902604723,nan
-1.2177996451446698,no
-0.25370865898219247,nan
-0.7837689262383006,no
-0.9062770330046339,yes
0.8125787511649636,yes
-0.32739084091832393,no
0.24255271721150104,no
-0.03284440521542885,nan
0.333928579056185,yes
0.05377532374217875,nan
-0.8980945569319987,no
0.697386773612998,no
-0.3456296082129187,nan
-1.0896073290618256,no
-0.2996806126761387,yes
1.0505318534440176,nan
0.5951552194794449,yes
-0.24405649408550142,yes
-0.24448039302290014,yes
-0.22514453585216782,nan
1.4537235884925885,no
0.2673548165620873,yes
0.3010291530337487,yes
0.7211984178222894,yes
0.16715241131855946,no
-0.18132950207449217,no
-0.1374448943594848,nan
-0.05012088158984476,no
-0.026055565556889114,nan
0.5093406805458859,nan
0.0363621200651096,nan
0.5128480540509054,nan
-0.05650160607600762,nan
0.05504463322126341,yes
-1.3987404791724753,no
0.641429372291737,yes
0.24254193312859487,nan
0.6986070769017565,no
-2.0273787647355825,yes
1.461862293346509,yes
-0.09771273970862163,nan
0.7757279717162615,yes
-0.7279341489878716,yes
0.4289417335437988,yes
-0.7373908942215592,yes
-0.43663827248706355,yes
1.3398219477067501,nan
-0.13347768053434259,nan
0.152203011225806,yes
0.6090474114821279,nan
0.34697732158082323,nan
0.1052932336005035,no
0.2554727017263578,yes
1.6823909096667924,nan
-0.04033315792350977,nan
0.14076933270047726,yes
0.7354580772053284,no
0.7738681530705886,yes
0.830921213892266,no
0.4471111554204292,yes
-0.8001034389113384,yes
1.143402072610767,yes
-0.8024417751130816,yes
